,Keyword,Chi-Square,P-Value,Association,OddsRatio
19684,and sometimes into,0.0,1.0,Not Significant,0.7163120567375887
19685,knee replacements,0.0,1.0,Not Significant,inf
19686,wtih left leg,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19687,which affected,0.0,1.0,Not Significant,inf
19688,performed march 24,0.0,1.0,Not Significant,inf
19689,limitations at,0.0,1.0,Not Significant,inf
19690,stretch test on,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19691,superior gluteal musculature,0.0,1.0,Not Significant,inf
19692,rate presents with,0.0,1.0,Not Significant,inf
19693,left calf,0.23403653161881685,0.6285468203166699,Not Significant,inf
19694,dilaudid 2,0.0,1.0,Not Significant,inf
19695,significant strength deficit,0.0,1.0,Not Significant,inf
19696,has worsened in,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19697,body fracture,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19698,synovial cyst at,0.0,1.0,Not Significant,inf
19699,most significant,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19700,history of ibs,0.0,1.0,Not Significant,inf
19701,find chiropractic care,0.0,1.0,Not Significant,inf
19702,adequately respond to,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
19703,buttock and sometimes,0.0,1.0,Not Significant,inf
19704,2015 which,0.0,1.0,Not Significant,inf
19705,impingement and,0.0,1.0,Not Significant,inf
19706,7 inches weight,0.0,1.0,Not Significant,inf
19707,still able,0.0,1.0,Not Significant,inf
19708,walker for about,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
19709,shifts at,0.0,1.0,Not Significant,inf
19710,worker and,0.0,1.0,Not Significant,0.7163120567375887
19711,power is,2.4199533450283397,0.11979849831338688,Not Significant,1.5706959706959707
19712,pressure sensation about,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19713,he fell about,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19714,as a child,0.0,1.0,Not Significant,0.7163120567375887
19715,on examination today,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19716,of cigarettes,0.37922125743169655,0.538020301086958,Not Significant,0.5987394957983193
19717,conservative therapies she,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19718,on lumbar extension,0.0,1.0,Not Significant,inf
19719,but this,1.4319328477237132,0.23144925558950677,Not Significant,0.34532374100719426
19720,than 1,0.23403653161881685,0.6285468203166699,Not Significant,inf
19721,of substantive improvement,0.0,1.0,Not Significant,0.7163120567375887
19722,for very,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19723,feels that his,0.0,1.0,Not Significant,0.7163120567375887
19724,neurologically normal,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19725,walk due,0.0,1.0,Not Significant,inf
19726,worsening pain despite,0.0,1.0,Not Significant,inf
19727,out chiropractic care,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19728,be l5,0.0,1.0,Not Significant,inf
19729,chiro treatment and,0.0,1.0,Not Significant,inf
19730,right hip were,0.0,1.0,Not Significant,0.7163120567375887
19731,lumbar flexion and,0.37864633798136105,0.538328585103222,Not Significant,2.2058823529411766
19732,put in,0.0,1.0,Not Significant,inf
19733,injections have not,0.23403653161881685,0.6285468203166699,Not Significant,inf
19734,she works as,0.0,1.0,Not Significant,1.4428571428571428
19735,of his ambulation,0.0,1.0,Not Significant,inf
19736,spiral fracture,0.0,1.0,Not Significant,inf
19737,there is profound,0.0,1.0,Not Significant,inf
19738,2 to 4,0.23403653161881685,0.6285468203166699,Not Significant,inf
19739,parathyroid tumor,0.0,1.0,Not Significant,inf
19740,finger and a,0.0,1.0,Not Significant,inf
19741,her torso,0.0,1.0,Not Significant,inf
19742,of uncertain age,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19743,performed at niagara,0.0,1.0,Not Significant,inf
19744,partial on the,0.0,1.0,Not Significant,inf
19745,gnmi on june,0.0,1.0,Not Significant,inf
19746,can lead,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19747,leg raise,0.018888135706694138,0.8906876677537943,Not Significant,0.8492307692307692
19748,be scleratogenous type,0.0,1.0,Not Significant,inf
19749,on light duties,0.0,1.0,Not Significant,inf
19750,breast augmentation and,0.0,1.0,Not Significant,inf
19751,increase in lower,0.0,1.0,Not Significant,0.7163120567375887
19752,any specific,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19753,resisted left,2.281228672462995,0.1309480990589588,Not Significant,3.787878787878788
19754,also does,0.0,1.0,Not Significant,inf
19755,if this is,0.0,1.0,Not Significant,0.7163120567375887
19756,was using an,0.0,1.0,Not Significant,inf
19757,few weeks ago,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19758,to have bilateral,0.0,1.0,Not Significant,inf
19759,a progressive foot,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19760,and he has,0.0,1.0,Not Significant,0.8558823529411764
19761,i work,2.122251533650175,0.14517298962461925,Not Significant,inf
19762,of longstanding,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19763,with or,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19764,onset was over,0.0,1.0,Not Significant,inf
19765,experiencing pain,0.0,1.0,Not Significant,inf
19766,consistent with a,0.0,1.0,Not Significant,inf
19767,more distal to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19768,to sharp sensation,0.0,1.0,Not Significant,inf
19769,status post t12,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19770,in april 2020,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19771,recently begun,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19772,clinic for left,0.0,1.0,Not Significant,inf
19773,be referred into,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
19774,therapist about,0.0,1.0,Not Significant,inf
19775,the clinical,1.0105882950352156,0.31476194298281523,Not Significant,1.9550387596899226
19776,cyst with compression,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19777,raising and femoral,0.0,1.0,Not Significant,inf
19778,4 radiculopathy,0.25806906520474543,0.6114498469605114,Not Significant,0.5623188405797102
19779,in 2018 which,0.0,1.0,Not Significant,inf
19780,of numbness through,0.0,1.0,Not Significant,inf
19781,includes necrotizing fasciitis,0.0,1.0,Not Significant,inf
19782,on june 11,0.0,1.0,Not Significant,inf
19783,her general health,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19784,able to sleep,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19785,not heel walk,0.0,1.0,Not Significant,inf
19786,recommended blood work,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19787,episodic lower back,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19788,lying down provides,0.9134525187097302,0.33920002043905473,Not Significant,0.0
19789,right triceps,0.0,1.0,Not Significant,inf
19790,upper limb,0.7476173888249285,0.3872316295714979,Not Significant,1.296909843899331
19791,pain can disrupt,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19792,resisted left ehl,0.0,1.0,Not Significant,inf
19793,past without relief,0.0,1.0,Not Significant,inf
19794,is awaiting a,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
19795,and physical examination,0.23403653161881685,0.6285468203166699,Not Significant,inf
19796,breaks from aggravating,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19797,presentation and my,0.0,1.0,Not Significant,inf
19798,tract signs an,0.0,1.0,Not Significant,inf
19799,8 years,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
19800,longer on,0.0,1.0,Not Significant,inf
19801,smith agreed,0.0,1.0,Not Significant,inf
19802,her bowel or,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
19803,osteopathy and,0.0,1.0,Not Significant,0.7163120567375887
19804,pain and paresthesia,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
19805,summer of,0.9134525187097302,0.33920002043905473,Not Significant,0.0
19806,given the persisting,0.0,1.0,Not Significant,0.7122302158273381
19807,provided her with,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
19808,than five minutes,0.0,1.0,Not Significant,0.7163120567375887
19809,clinic for,0.201649485056097,0.6533927106157332,Not Significant,0.7558139534883721
19810,having on his,0.0,1.0,Not Significant,0.7142857142857143
19811,habitus to be,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
19812,cadence was,0.0,1.0,Not Significant,0.8941605839416058
19813,trial chiropractic care,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19814,sided back,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19815,not been helpful,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19816,spinal mobilization therapy,0.0,1.0,Not Significant,inf
19817,myself and,0.0,1.0,Not Significant,1.4428571428571428
19818,we obtain,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
19819,large broad,0.0,1.0,Not Significant,inf
19820,fall about,0.0,1.0,Not Significant,inf
19821,has affected,0.23403653161881685,0.6285468203166699,Not Significant,inf
19822,pain clinic with,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19823,ongoing functional limitation,0.0,1.0,Not Significant,1.0808823529411764
19824,agree that,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19825,episodes of radicular,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19826,a chiari malformation,0.0,1.0,Not Significant,inf
19827,about 3 years,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
19828,tolerance of less,4.823344392118102,0.028076817765754276,Significant,5.46875
19829,and began,0.23403653161881685,0.6285468203166699,Not Significant,inf
19830,are suggestive,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
19831,should continue with,0.2410212024186369,0.6234695196015646,Not Significant,1.2078431372549019
19832,march 21,0.0,1.0,Not Significant,inf
19833,of osteoarthritis and,0.0,1.0,Not Significant,inf
19834,which reveals left,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19835,resume her employment,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19836,per week,0.0,1.0,Not Significant,0.7142857142857143
19837,was about 5,0.0,1.0,Not Significant,0.7163120567375887
19838,from the disc,0.0,1.0,Not Significant,0.7163120567375887
19839,t12 where there,0.0,1.0,Not Significant,inf
19840,in right hip,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19841,for which,0.0,1.0,Not Significant,1.079136690647482
19842,functioning has,0.23403653161881685,0.6285468203166699,Not Significant,inf
19843,brantford general,0.0,1.0,Not Significant,0.7163120567375887
19844,sessions over a,0.0,1.0,Not Significant,1.079136690647482
19845,was no clonus,0.0,1.0,Not Significant,inf
19846,are some nerve,0.0,1.0,Not Significant,inf
19847,i anterolisthesis of,0.0,1.0,Not Significant,0.7163120567375887
19848,it difficult to,0.0,1.0,Not Significant,inf
19849,has an ileostomy,0.0,1.0,Not Significant,inf
19850,his ambulation,0.0,1.0,Not Significant,inf
19851,surgery about 25,0.0,1.0,Not Significant,inf
19852,not available,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19853,being sharp,0.0,1.0,Not Significant,inf
19854,there is foraminal,0.23403653161881685,0.6285468203166699,Not Significant,inf
19855,says that since,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19856,a thoracic ct,0.0,1.0,Not Significant,inf
19857,is related to,0.6908819313419929,0.40586456509552804,Not Significant,0.35
19858,uncertain age,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19859,problems due to,0.0,1.0,Not Significant,inf
19860,if this may,0.032625027502427045,0.8566627205208284,Not Significant,1.4558823529411764
19861,changes and significant,0.0,1.0,Not Significant,inf
19862,chiropractor who,0.0,1.0,Not Significant,inf
19863,left hip,0.7095737435580582,0.3995853550226799,Not Significant,0.418705035971223
19864,with symptoms commensurate,3.0792216344826127,0.07929846776435281,Not Significant,6.834586466165414
19865,was in february,0.0,1.0,Not Significant,inf
19866,buttock and bilateral,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19867,x 3 qhs,0.0,1.0,Not Significant,inf
19868,complete he,0.0,1.0,Not Significant,1.4428571428571428
19869,was positive,0.0,1.0,Not Significant,0.7163120567375887
19870,moderate to large,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19871,smith sign,0.0,1.0,Not Significant,inf
19872,when he was,0.0,1.0,Not Significant,inf
19873,encouraged her continue,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19874,up to,0.7929562386716059,0.373207718141472,Not Significant,0.49530761209593327
19875,tell if he,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19876,of 2019,0.0,1.0,Not Significant,inf
19877,there tends,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
19878,the plantar,0.6908819313419929,0.40586456509552804,Not Significant,0.35
19879,has had several,0.0,1.0,Not Significant,0.7142857142857143
19880,mostly in the,0.0,1.0,Not Significant,inf
19881,right paracentral,0.0,1.0,Not Significant,0.7163120567375887
19882,relevant finding in,0.0,1.0,Not Significant,inf
19883,tablets of,0.0,1.0,Not Significant,inf
19884,bilaterally at the,0.0,1.0,Not Significant,1.4428571428571428
19885,not ski or,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19886,is spondylotic,0.0,1.0,Not Significant,inf
19887,that she be,0.0,1.0,Not Significant,1.4428571428571428
19888,significantly antalgic to,0.0,1.0,Not Significant,inf
19889,of that,0.0,1.0,Not Significant,inf
19890,any lower extremity,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19891,7 and,0.0,1.0,Not Significant,inf
19892,there is multilevel,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
19893,performed february 7,0.0,1.0,Not Significant,inf
19894,today as a,0.0,1.0,Not Significant,inf
19895,a synovial,0.0,1.0,Not Significant,0.7163120567375887
19896,and the affect,0.0,1.0,Not Significant,inf
19897,and toe walk,0.04842091715884885,0.8258341351679022,Not Significant,0.8677685950413223
19898,mi and cardiac,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19899,alternatives including,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19900,numbness through,0.0,1.0,Not Significant,inf
19901,of csf,0.0,1.0,Not Significant,inf
19902,of the images,0.0,1.0,Not Significant,1.079136690647482
19903,a hernia surgery,0.0,1.0,Not Significant,inf
19904,of bilateral left,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19905,walker to help,0.0,1.0,Not Significant,inf
19906,than very,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19907,significant neurological deficiency,0.0,1.0,Not Significant,inf
19908,stretching exercises at,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19909,fhl which is,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
19910,is about,0.23403653161881685,0.6285468203166699,Not Significant,inf
19911,a cardinal,0.009771520419385945,0.9212565737299702,Not Significant,1.2121212121212122
19912,undergone if it,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19913,standing tend to,0.0,1.0,Not Significant,inf
19914,right a,0.0715750745160545,0.7890571283960779,Not Significant,0.8419354838709677
19915,working despite,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19916,including epidural,0.0,1.0,Not Significant,inf
19917,of anxiety,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19918,has osteoarthritis of,0.0,1.0,Not Significant,0.7163120567375887
19919,superior corner,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19920,this point and,0.0,1.0,Not Significant,inf
19921,midline lower back,0.0,1.0,Not Significant,0.7163120567375887
19922,takes oxycontin,0.0,1.0,Not Significant,inf
19923,to return to,0.0,1.0,Not Significant,0.8558823529411764
19924,foot and toes,0.7888576816579786,0.37444576110523364,Not Significant,inf
19925,the thoracic,0.23403653161881685,0.6285468203166699,Not Significant,inf
19926,knee replaced and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19927,upper pain,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19928,with lateral recess,0.0,1.0,Not Significant,1.4428571428571428
19929,made his,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19930,reports diminished,0.0,1.0,Not Significant,inf
19931,his sacroiliac,0.0,1.0,Not Significant,inf
19932,at l2,0.4882592931744806,0.48470482305698714,Not Significant,1.6124031007751938
19933,right groin,0.0,1.0,Not Significant,0.7163120567375887
19934,from her,0.0,1.0,Not Significant,0.7163120567375887
19935,more than right,3.0452784119162555,0.08097223073099832,Not Significant,0.3357664233576642
19936,smith should be,1.723029154400518,0.1893035928027597,Not Significant,3.3834586466165413
19937,an ileostomy,0.0,1.0,Not Significant,inf
19938,cut off,0.0,1.0,Not Significant,inf
19939,2021 reveals right,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19940,quick presents with,0.0,1.0,Not Significant,inf
19941,4 per week,0.0,1.0,Not Significant,inf
19942,spinal stenosis at,0.0,1.0,Not Significant,inf
19943,a window,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19944,but a requisition,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19945,which can travel,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19946,provides differentials of,0.9134525187097302,0.33920002043905473,Not Significant,0.0
19947,no significant neurological,0.23403653161881685,0.6285468203166699,Not Significant,inf
19948,history is essentially,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
19949,performed i,0.1733365974882891,0.6771633336987573,Not Significant,1.4696969696969697
19950,wedging at t12,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19951,particularly helpful,0.0,1.0,Not Significant,0.7163120567375887
19952,to hopefully help,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19953,days per,0.0,1.0,Not Significant,inf
19954,and have prevented,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19955,she is not,0.7095737435580582,0.3995853550226799,Not Significant,0.418705035971223
19956,are both,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19957,to conservative measures,2.8324696351890655,0.09237620514067671,Not Significant,inf
19958,as examination and,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
19959,perhaps gnmi,0.0,1.0,Not Significant,inf
19960,slip and fall,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19961,days with the,0.0,1.0,Not Significant,inf
19962,and flexeril,0.0,1.0,Not Significant,inf
19963,leg numbness,0.0,1.0,Not Significant,0.7163120567375887
19964,performed january 22,0.0,1.0,Not Significant,0.7163120567375887
19965,height are noted,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19966,history includes mi,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19967,her leg,0.0,1.0,Not Significant,1.2043795620437956
19968,there were,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19969,not able to,0.0,1.0,Not Significant,inf
19970,material with atypical,0.9134525187097302,0.33920002043905473,Not Significant,0.0
19971,had several,0.0,1.0,Not Significant,0.7142857142857143
19972,he sometimes experiences,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19973,surgery reported is,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19974,his comorbidities,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19975,right hip a,0.0,1.0,Not Significant,1.4428571428571428
19976,to resume gainful,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19977,am not,0.0,1.0,Not Significant,0.7122302158273381
19978,her unremitting back,0.0,1.0,Not Significant,inf
19979,of a,0.010865829962972733,0.9169794534203098,Not Significant,1.0956521739130434
19980,the foot,0.0,1.0,Not Significant,0.8558823529411764
19981,currently working full,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19982,pain remains,0.0,1.0,Not Significant,1.079136690647482
19983,and with,0.9134525187097302,0.33920002043905473,Not Significant,0.0
19984,a lot,0.0,1.0,Not Significant,inf
19985,a wheeled walker,0.23403653161881685,0.6285468203166699,Not Significant,inf
19986,ago with a,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19987,she is hyper,0.0,1.0,Not Significant,inf
19988,sat antalgic,0.0,1.0,Not Significant,inf
19989,potential for,0.0,1.0,Not Significant,inf
19990,he was,2.0032637791576633,0.15696091638433046,Not Significant,1.6921296296296295
19991,examination suggests right,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19992,her functional decline,0.0,1.0,Not Significant,inf
19993,as located,0.0,1.0,Not Significant,inf
19994,also taking tylenol,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19995,anterior thigh numbness,0.0,1.0,Not Significant,inf
19996,fell about,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19997,remarkable for sle,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19998,to a course,0.027730329365850532,0.8677443925184667,Not Significant,0.0
19999,september 7,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20000,tear of the,0.0,1.0,Not Significant,1.4428571428571428
20001,not been helping,0.0,1.0,Not Significant,inf
20002,weekly and treatment,0.0,1.0,Not Significant,inf
20003,blood work,0.0,1.0,Not Significant,0.7142857142857143
20004,would be of,0.0,1.0,Not Significant,inf
20005,is 222 pounds,0.0,1.0,Not Significant,inf
20006,the front,0.0,1.0,Not Significant,inf
20007,ehl and to,0.7888576816579786,0.37444576110523364,Not Significant,inf
20008,afford chiro or,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20009,activity to,0.9198397448183301,0.337517053560164,Not Significant,1.4093406593406594
20010,smith for his,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
20011,her sleep,0.7556007346167581,0.3847087776782062,Not Significant,2.5925925925925926
20012,deficit i,0.0,1.0,Not Significant,inf
20013,is diffusely,0.0,1.0,Not Significant,inf
20014,as the impact,0.23403653161881685,0.6285468203166699,Not Significant,inf
20015,which was,4.0047389491245475,0.04537252292741331,Significant,0.11347517730496454
20016,as numbness,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20017,was in,0.48439214249746965,0.48643956331691307,Not Significant,0.7630434782608696
20018,he also has,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
20019,left radicular symptoms,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20020,smith indicates,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20021,osteoarthritis of,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
20022,tender left smith,0.0,1.0,Not Significant,inf
20023,300 mg per,0.0,1.0,Not Significant,inf
20024,dose of,0.0,1.0,Not Significant,inf
20025,of lupus,0.0,1.0,Not Significant,inf
20026,has limited walking,1.7657969523465191,0.18390309579306574,Not Significant,2.4689922480620154
20027,symptoms rather,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20028,xrays of the,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
20029,mri imaging of,0.0,1.0,Not Significant,inf
20030,symptoms was more,0.0,1.0,Not Significant,inf
20031,with symptoms,4.630455933629525,0.03140921591279219,Significant,4.190476190476191
20032,believes that a,0.0,1.0,Not Significant,inf
20033,a disc extrusion,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20034,of the right,1.5175808406765094,0.21798595154382086,Not Significant,0.5925925925925926
20035,receiving intramuscular injections,0.0,1.0,Not Significant,inf
20036,and continues with,0.0,1.0,Not Significant,inf
20037,is lateral recess,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
20038,cyst on the,0.0,1.0,Not Significant,0.7163120567375887
20039,least in,0.0,1.0,Not Significant,inf
20040,also taking viibryd,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20041,a sluggish left,0.0,1.0,Not Significant,inf
20042,yet had the,0.0,1.0,Not Significant,inf
20043,a much,0.0,1.0,Not Significant,inf
20044,with near,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20045,within normal,1.6674415689814377,0.1966015658994845,Not Significant,1.4620253164556962
20046,worse on the,0.7556007346167581,0.3847087776782062,Not Significant,2.5925925925925926
20047,osteopathy were,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20048,the remarkable findings,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20049,stabbing pain,0.0,1.0,Not Significant,inf
20050,but worsening,0.23403653161881685,0.6285468203166699,Not Significant,inf
20051,22nd and,0.0,1.0,Not Significant,inf
20052,but i work,0.0,1.0,Not Significant,inf
20053,he has failed,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20054,a gym,0.0,1.0,Not Significant,inf
20055,seen for consultation,0.0,1.0,Not Significant,1.2043795620437956
20056,for very long,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20057,have encouraged,1.1080832520560484,0.2924989868009164,Not Significant,0.6862876254180602
20058,mass affect on,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
20059,a urologist to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20060,absent bilaterally an,0.0,1.0,Not Significant,0.7163120567375887
20061,feet with 115,0.0,1.0,Not Significant,inf
20062,any significant lower,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20063,her chores,0.0,1.0,Not Significant,0.7163120567375887
20064,2 mg bid,0.0,1.0,Not Significant,inf
20065,the lumbosacral,0.0,1.0,Not Significant,inf
20066,to 100 feet,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20067,gabapentin 100 mg,0.23403653161881685,0.6285468203166699,Not Significant,inf
20068,myocardial infarction requiring,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20069,sacroiliac joint irritation,0.0,1.0,Not Significant,inf
20070,right l5 dermatome,0.19902654114477547,0.6555077439181216,Not Significant,0.5287769784172662
20071,out and,0.23403653161881685,0.6285468203166699,Not Significant,inf
20072,he describes the,1.4353643100432663,0.23089097141425874,Not Significant,inf
20073,are debilitating and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20074,is noted,0.1409721764832986,0.7073164438110074,Not Significant,0.4714285714285714
20075,loss is encouraged,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20076,an emg study,0.0,1.0,Not Significant,0.7163120567375887
20077,with attempted flexion,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20078,the feet in,0.0,1.0,Not Significant,0.7163120567375887
20079,a much quicker,0.0,1.0,Not Significant,inf
20080,reveals diminished right,0.0,1.0,Not Significant,inf
20081,general on march,0.0,1.0,Not Significant,inf
20082,sertraline 25,0.0,1.0,Not Significant,inf
20083,a left knee,0.23403653161881685,0.6285468203166699,Not Significant,inf
20084,cut off from,0.0,1.0,Not Significant,inf
20085,power l2,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
20086,plantar flexion,0.0,1.0,Not Significant,inf
20087,any advanced,0.0,1.0,Not Significant,inf
20088,experiences numbness,0.0,1.0,Not Significant,inf
20089,pain post partum,0.0,1.0,Not Significant,inf
20090,is tylenol 3,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20091,on left,0.0,1.0,Not Significant,0.7163120567375887
20092,2022 at niagara,0.9134525187097302,0.33920002043905473,Not Significant,0.0
20093,in her hands,0.0,1.0,Not Significant,inf
20094,he sees,0.9134525187097302,0.33920002043905473,Not Significant,0.0
20095,of the ongoing,0.0,1.0,Not Significant,0.9552238805970149
20096,proffer him some,0.0,1.0,Not Significant,0.7142857142857143
20097,has essential,0.19902654114477547,0.6555077439181216,Not Significant,0.5287769784172662
20098,with straight,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
20099,was a couple,0.0,1.0,Not Significant,1.4428571428571428
20100,left foot weakness,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20101,course of spinal,0.0,1.0,Not Significant,inf
20102,signs of right,0.0,1.0,Not Significant,1.079136690647482
20103,a normal gait,0.0,1.0,Not Significant,0.8941605839416058
20104,percocet tablets,0.0,1.0,Not Significant,inf
20105,is affecting his,0.0,1.0,Not Significant,0.7163120567375887
20106,despite more,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20107,the er,0.0,1.0,Not Significant,inf
20108,the ongoing symptoms,0.027730329365850532,0.8677443925184667,Not Significant,0.0
20109,functioning and impact,0.0,1.0,Not Significant,0.7163120567375887
20110,limited walking,2.7719247233021056,0.09593074788024486,Not Significant,2.0620689655172413
20111,intake program for,0.9134525187097302,0.33920002043905473,Not Significant,0.0
20112,with negative,0.0,1.0,Not Significant,0.7142857142857143
