,Keyword,Chi-Square,P-Value,Association
36459,bilaterally slump testing,0.0,1.0,Not Significant
36460,hip on examination,0.027730329365850532,0.8677443925184667,Not Significant
36461,pain however,0.0,1.0,Not Significant
36462,testing is reduced,0.23403653161881685,0.6285468203166699,Not Significant
36463,and he says,0.027730329365850532,0.8677443925184667,Not Significant
36464,with his spine,0.027730329365850532,0.8677443925184667,Not Significant
36465,to improve,0.0,1.0,Not Significant
36466,right foranimal,0.0,1.0,Not Significant
36467,sitting are,0.0,1.0,Not Significant
36468,avoid prolonged sitting,0.027730329365850532,0.8677443925184667,Not Significant
36469,significant compromise of,0.23403653161881685,0.6285468203166699,Not Significant
36470,of degenerative changes,1.595078934525769,0.20660199400232318,Not Significant
36471,mri smith says,0.0,1.0,Not Significant
36472,recently begun rehab,0.027730329365850532,0.8677443925184667,Not Significant
36473,modified duties smith,0.0,1.0,Not Significant
36474,notes moderate canal,0.0,1.0,Not Significant
36475,sponges on the,0.0,1.0,Not Significant
36476,foraminal and,0.0,1.0,Not Significant
36477,a pack,0.1409721764832986,0.7073164438110074,Not Significant
36478,helpful she continues,0.0,1.0,Not Significant
36479,restorative sleep,0.2916189030522087,0.5891849621050067,Not Significant
36480,hamstring tear,0.0,1.0,Not Significant
36481,vascular cause,0.0,1.0,Not Significant
36482,9 per day,0.0,1.0,Not Significant
36483,history is reported,0.027730329365850532,0.8677443925184667,Not Significant
36484,3 cardiac,0.027730329365850532,0.8677443925184667,Not Significant
36485,diabetes severe depression,0.0,1.0,Not Significant
36486,helping medications include,0.0,1.0,Not Significant
36487,20 cigarettes,0.027730329365850532,0.8677443925184667,Not Significant
36488,rosuvastatin her medical,0.0,1.0,Not Significant
36489,right hip buttock,0.0,1.0,Not Significant
36490,a discectomy at,0.0,1.0,Not Significant
36491,hip plain film,0.0,1.0,Not Significant
36492,therapy which is,0.0,1.0,Not Significant
36493,massage and acupuncture,0.0,1.0,Not Significant
36494,before that,0.0,1.0,Not Significant
36495,placed on,0.027730329365850532,0.8677443925184667,Not Significant
36496,with neurogenic,4.6628558604352,0.030821885102322543,Significant
36497,any increase,0.0,1.0,Not Significant
36498,4 tab,0.23403653161881685,0.6285468203166699,Not Significant
36499,is no urinary,0.0,1.0,Not Significant
36500,bilaterally but,0.027730329365850532,0.8677443925184667,Not Significant
36501,neurologically intact,0.0,1.0,Not Significant
36502,surgical opinion however,0.0,1.0,Not Significant
36503,right flexor,0.027730329365850532,0.8677443925184667,Not Significant
36504,which she takes,0.0,1.0,Not Significant
36505,weeks review of,0.0,1.0,Not Significant
36506,and standing as,0.0,1.0,Not Significant
36507,herniation smith has,0.0,1.0,Not Significant
36508,life and weakness,0.0,1.0,Not Significant
36509,most troublesome,0.7888576816579786,0.37444576110523364,Not Significant
36510,her aquatherapy,0.0,1.0,Not Significant
36511,significant impact on,0.0,1.0,Not Significant
36512,to morphine he,0.0,1.0,Not Significant
36513,established at,0.0,1.0,Not Significant
36514,see smith,0.0,1.0,Not Significant
36515,in too,0.0,1.0,Not Significant
36516,reflex was a,0.0,1.0,Not Significant
36517,and heaviness,1.2297403183059639,0.2674575459184321,Not Significant
36518,further evaluation and,0.027730329365850532,0.8677443925184667,Not Significant
36519,not awaken his,0.0,1.0,Not Significant
36520,and anterior leg,0.0,1.0,Not Significant
36521,the significant spondylolisthesis,0.0,1.0,Not Significant
36522,reasonable and i,0.027730329365850532,0.8677443925184667,Not Significant
36523,physical therapy intermittently,0.0,1.0,Not Significant
36524,their recommendations and,0.0,1.0,Not Significant
36525,and symptoms on,0.0,1.0,Not Significant
36526,for having,0.0,1.0,Not Significant
36527,smith requires,0.0,1.0,Not Significant
36528,smith presents using,0.0,1.0,Not Significant
36529,been experiencing left,0.0,1.0,Not Significant
36530,currently taking,0.0,1.0,Not Significant
36531,to be requisitioned,0.0,1.0,Not Significant
36532,he sometimes experiences,0.027730329365850532,0.8677443925184667,Not Significant
36533,additional useful,0.027730329365850532,0.8677443925184667,Not Significant
36534,despite more,0.027730329365850532,0.8677443925184667,Not Significant
36535,pain more on,0.0,1.0,Not Significant
36536,and reduced functioning,0.23403653161881685,0.6285468203166699,Not Significant
36537,limp favouring the,0.9134525187097302,0.3392000204390548,Not Significant
36538,lower back is,0.0,1.0,Not Significant
36539,investigation to,0.027730329365850532,0.8677443925184667,Not Significant
36540,16 the cardinal,0.0,1.0,Not Significant
36541,smith for consultation,0.6908819313419929,0.40586456509552804,Not Significant
36542,signs of pad,0.027730329365850532,0.8677443925184667,Not Significant
36543,returning to work,0.027730329365850532,0.8677443925184667,Not Significant
36544,was insistent that,0.027730329365850532,0.8677443925184667,Not Significant
36545,is contributing,0.0,1.0,Not Significant
36546,injections intramuscular,0.0,1.0,Not Significant
36547,diminished to,0.0,1.0,Not Significant
36548,not leg,0.0,1.0,Not Significant
36549,and found the,0.0,1.0,Not Significant
36550,help with his,0.08388136974151478,0.7721048177986278,Not Significant
36551,buttock the,0.0,1.0,Not Significant
36552,business and is,0.027730329365850532,0.8677443925184667,Not Significant
36553,chiropractic care on,0.0,1.0,Not Significant
36554,baclofen nabilone,0.0,1.0,Not Significant
36555,includes hypertension dyslipidemia,0.0,1.0,Not Significant
36556,x 2 qhs,0.0,1.0,Not Significant
36557,has gained,0.027730329365850532,0.8677443925184667,Not Significant
36558,there is also,0.0,1.0,Not Significant
36559,improvement he says,0.0,1.0,Not Significant
36560,medications include methotrexate,0.0,1.0,Not Significant
36561,from 2020 and,0.23403653161881685,0.6285468203166699,Not Significant
36562,smith 10 mg,0.23403653161881685,0.6285468203166699,Not Significant
36563,of a,0.010865829962972733,0.9169794534203098,Not Significant
36564,blood work,0.0,1.0,Not Significant
36565,limitations as well,0.0,1.0,Not Significant
36566,leg raising caused,0.0,1.0,Not Significant
36567,is hypertrophy,0.0,1.0,Not Significant
36568,likely due to,0.0,1.0,Not Significant
36569,way there,0.0,1.0,Not Significant
36570,in significant,0.027730329365850532,0.8677443925184667,Not Significant
36571,7 there is,0.0,1.0,Not Significant
36572,disabling leg,0.0,1.0,Not Significant
36573,supine position but,0.0,1.0,Not Significant
36574,limitation she will,0.0,1.0,Not Significant
36575,offer her,0.08388136974151478,0.7721048177986278,Not Significant
36576,smith functional,0.0,1.0,Not Significant
36577,upper and lower,0.027730329365850532,0.8677443925184667,Not Significant
36578,doing exercises,0.0,1.0,Not Significant
36579,desk at,0.0,1.0,Not Significant
36580,but her,1.6682083476327643,0.19649868345728247,Not Significant
36581,smith back pain,0.0,1.0,Not Significant
36582,blocks for his,0.027730329365850532,0.8677443925184667,Not Significant
36583,include duloxetine,0.0,1.0,Not Significant
36584,lower thoracic area,0.027730329365850532,0.8677443925184667,Not Significant
36585,cell carcinoma,0.0,1.0,Not Significant
36586,right shoe,0.0,1.0,Not Significant
36587,taking anacin his,0.0,1.0,Not Significant
36588,8 2021 and,0.0,1.0,Not Significant
36589,has not had,0.0004430774818127058,0.9832062443146508,Not Significant
36590,to attend for,0.0,1.0,Not Significant
36591,myself and i,0.027730329365850532,0.8677443925184667,Not Significant
36592,pain is affecting,0.0,1.0,Not Significant
36593,this be,0.08388136974151478,0.7721048177986278,Not Significant
36594,helpful transiently,0.0,1.0,Not Significant
36595,she notes some,0.027730329365850532,0.8677443925184667,Not Significant
36596,2022 and i,0.0,1.0,Not Significant
36597,is focal,0.0,1.0,Not Significant
36598,no substantive change,0.0,1.0,Not Significant
36599,extrusion at and,0.0,1.0,Not Significant
36600,was not exhibiting,0.027730329365850532,0.8677443925184667,Not Significant
36601,brant hospital the,0.0,1.0,Not Significant
36602,for referring,0.027730329365850532,0.8677443925184667,Not Significant
36603,is an old,0.0,1.0,Not Significant
36604,and the affect,0.0,1.0,Not Significant
36605,the onset of,4.71881655175167e-05,0.9945190834096732,Not Significant
36606,back right buttock,0.0,1.0,Not Significant
36607,s1 straight leg,0.0,1.0,Not Significant
36608,collapsed lung she,0.0,1.0,Not Significant
36609,flags risk,0.0,1.0,Not Significant
36610,right radiculopathy there,0.0,1.0,Not Significant
36611,of side,0.0,1.0,Not Significant
36612,and exacerbated with,0.027730329365850532,0.8677443925184667,Not Significant
36613,history includes osteoarthritis,0.0,1.0,Not Significant
36614,l5 radiculopathy her,0.0,1.0,Not Significant
36615,feels cold there,0.0,1.0,Not Significant
36616,history of chronic,5.046811383295369,0.024671299888822842,Significant
36617,17 the cardinal,0.0,1.0,Not Significant
36618,injections she is,0.0,1.0,Not Significant
36619,stents and a,0.0,1.0,Not Significant
36620,before that her,0.0,1.0,Not Significant
36621,beats of,0.23403653161881685,0.6285468203166699,Not Significant
36622,dermatomes upper limb,0.0,1.0,Not Significant
36623,and weakness of,0.0,1.0,Not Significant
36624,right anterior,0.0,1.0,Not Significant
36625,day candesartan and,0.0,1.0,Not Significant
36626,prior left,0.0,1.0,Not Significant
36627,given the hyperreflexic,0.0,1.0,Not Significant
36628,with a degenerative,0.027730329365850532,0.8677443925184667,Not Significant
36629,tract signs hoffman,0.0,1.0,Not Significant
36630,to return,0.08425507972332527,0.7716117871398922,Not Significant
36631,requisitioned plain film,0.027730329365850532,0.8677443925184667,Not Significant
36632,osteopathic treatment which,0.0,1.0,Not Significant
36633,in functional limitations,0.027730329365850532,0.8677443925184667,Not Significant
36634,performed december 7,0.027730329365850532,0.8677443925184667,Not Significant
36635,5 minutes she,0.0,1.0,Not Significant
36636,to his pacemaker,0.0,1.0,Not Significant
36637,stenting she has,0.0,1.0,Not Significant
36638,bifida for,0.0,1.0,Not Significant
36639,exacerbating and relief,0.0,1.0,Not Significant
36640,a few,1.7033466229475613,0.19185089276337397,Not Significant
36641,left and right,0.0,1.0,Not Significant
36642,suggests that,0.027730329365850532,0.8677443925184667,Not Significant
36643,given the limited,0.0,1.0,Not Significant
36644,and back,0.0,1.0,Not Significant
36645,green to continue,0.0,1.0,Not Significant
36646,and weighs 182,0.0,1.0,Not Significant
36647,some saddle,0.0,1.0,Not Significant
36648,little sluggish compared,0.0,1.0,Not Significant
36649,bloor pain,0.027730329365850532,0.8677443925184667,Not Significant
36650,of her right,0.0,1.0,Not Significant
36651,knee issue i,0.0,1.0,Not Significant
36652,to be 5,0.0,1.0,Not Significant
36653,forearms and,0.0,1.0,Not Significant
36654,chores he,0.0,1.0,Not Significant
36655,in 2020 which,0.0,1.0,Not Significant
36656,right normal left,0.0,1.0,Not Significant
36657,injection then surgical,0.027730329365850532,0.8677443925184667,Not Significant
36658,said that,0.0,1.0,Not Significant
36659,while walking due,0.0,1.0,Not Significant
36660,dermatomes muscle stretch,0.0,1.0,Not Significant
36661,on august 21,0.0,1.0,Not Significant
36662,as a stabbing,0.0,1.0,Not Significant
36663,changes at smith,0.0,1.0,Not Significant
36664,there is cyanosis,0.027730329365850532,0.8677443925184667,Not Significant
36665,dermatome there,0.0,1.0,Not Significant
36666,about another,0.0,1.0,Not Significant
36667,which exacerbated,0.9134525187097302,0.3392000204390548,Not Significant
36668,and acupuncture which,0.0,1.0,Not Significant
36669,contributory to,0.0,1.0,Not Significant
36670,voiding and,0.0,1.0,Not Significant
36671,seeing a,0.23403653161881685,0.6285468203166699,Not Significant
36672,resisted testing of,0.027730329365850532,0.8677443925184667,Not Significant
36673,blocks to,0.027730329365850532,0.8677443925184667,Not Significant
36674,not assessed smith,0.0,1.0,Not Significant
36675,the lower legs,0.0,1.0,Not Significant
36676,for resisted,0.7139097561145417,0.3981489151668771,Not Significant
36677,and no,0.10483178665310691,0.7461065886546258,Not Significant
36678,with numbness and,0.0,1.0,Not Significant
36679,in too much,0.0,1.0,Not Significant
36680,bilaterally straight,0.0,1.0,Not Significant
36681,intensely recurred he,0.0,1.0,Not Significant
36682,retention she describes,0.0,1.0,Not Significant
36683,l5 dermatome suggestive,0.0,1.0,Not Significant
36684,testing including,0.0,1.0,Not Significant
36685,symptoms began as,0.0,1.0,Not Significant
36686,is subtle weakness,0.027730329365850532,0.8677443925184667,Not Significant
36687,mg and lyrica,0.027730329365850532,0.8677443925184667,Not Significant
36688,if the leg,0.027730329365850532,0.8677443925184667,Not Significant
36689,continues working he,0.0,1.0,Not Significant
36690,and with bending,0.0,1.0,Not Significant
36691,significant improvement given,0.0,1.0,Not Significant
36692,in 2021,0.030954846727423407,0.8603411623475206,Not Significant
36693,diabetes and hypertension,0.08388136974151478,0.7721048177986278,Not Significant
36694,in april was,0.0,1.0,Not Significant
36695,to smith thank,0.0,1.0,Not Significant
36696,therapy the,0.0,1.0,Not Significant
36697,mg od baclofen,0.0,1.0,Not Significant
36698,walks with the,0.027730329365850532,0.8677443925184667,Not Significant
36699,pain but,0.0,1.0,Not Significant
36700,work i am,0.0,1.0,Not Significant
36701,fasciitis affecting her,0.0,1.0,Not Significant
36702,the right ivf,0.027730329365850532,0.8677443925184667,Not Significant
36703,ehl foot,0.0,1.0,Not Significant
36704,lumbar mri,0.030103356479067922,0.8622559216963546,Not Significant
36705,tension upper,0.0,1.0,Not Significant
36706,process and,0.0,1.0,Not Significant
36707,for physical therapy,0.08425507972332527,0.7716117871398922,Not Significant
36708,i did,0.0,1.0,Not Significant
36709,neurological deficit but,0.0,1.0,Not Significant
36710,ramipril crestor macrobid,0.0,1.0,Not Significant
36711,he attends physical,0.7888576816579786,0.37444576110523364,Not Significant
36712,or any perineal,0.0,1.0,Not Significant
36713,limb there,0.0,1.0,Not Significant
36714,june 22 2022,0.0,1.0,Not Significant
36715,been prescribed an,0.0,1.0,Not Significant
36716,cigarettes per day,1.0246234761510231,0.3114248124385631,Not Significant
36717,these to,0.0,1.0,Not Significant
36718,awaken his medical,0.0,1.0,Not Significant
36719,and weakness the,0.0,1.0,Not Significant
36720,all dermatomes straight,0.0,1.0,Not Significant
36721,is degenerative disc,0.08388136974151478,0.7721048177986278,Not Significant
36722,is reported to,0.0,1.0,Not Significant
36723,some antibiotics and,0.0,1.0,Not Significant
36724,deficit but,0.0,1.0,Not Significant
36725,weight loss thank,0.0,1.0,Not Significant
36726,muscle relaxant the,0.0,1.0,Not Significant
36727,helpful her health,0.0,1.0,Not Significant
36728,halluces which,0.027730329365850532,0.8677443925184667,Not Significant
36729,she denies,0.027730329365850532,0.8677443925184667,Not Significant
36730,lot of,0.0,1.0,Not Significant
36731,acupuncture physical,0.0,1.0,Not Significant
36732,she finds some,0.0,1.0,Not Significant
36733,guha neurosurgeon in,0.0,1.0,Not Significant
36734,2 per day,0.0,1.0,Not Significant
36735,is trying,0.7888576816579786,0.37444576110523364,Not Significant
36736,was in the,0.7139097561145417,0.3981489151668771,Not Significant
36737,bit with medication,0.0,1.0,Not Significant
36738,there is progression,0.027730329365850532,0.8677443925184667,Not Significant
36739,taking about,0.0,1.0,Not Significant
36740,referring rhodes,0.0,1.0,Not Significant
36741,left foot power,0.0,1.0,Not Significant
36742,a gait she,0.0,1.0,Not Significant
36743,walking power is,0.0,1.0,Not Significant
36744,not to delay,0.0,1.0,Not Significant
36745,provocative bilaterally hip,0.0,1.0,Not Significant
36746,for intervention,0.027730329365850532,0.8677443925184667,Not Significant
36747,a burning,0.0,1.0,Not Significant
36748,hips replaced,0.0,1.0,Not Significant
36749,mild cord,0.0,1.0,Not Significant
36750,left disc,0.0,1.0,Not Significant
36751,we will likely,0.0,1.0,Not Significant
36752,at xrays,0.0,1.0,Not Significant
36753,injections provide,0.23403653161881685,0.6285468203166699,Not Significant
36754,day for pain,0.7888576816579786,0.37444576110523364,Not Significant
36755,improvement in the,0.027730329365850532,0.8677443925184667,Not Significant
36756,she had cervical,0.0,1.0,Not Significant
36757,with neurogenic claudication,3.609903873942594,0.05743643941260683,Not Significant
36758,injections he relates,0.0,1.0,Not Significant
36759,l1 and i,0.0,1.0,Not Significant
36760,22 there,0.0,1.0,Not Significant
36761,leg possibly,0.0,1.0,Not Significant
36762,address any,0.027730329365850532,0.8677443925184667,Not Significant
36763,allergies and is,0.027730329365850532,0.8677443925184667,Not Significant
36764,smith tally,0.0,1.0,Not Significant
36765,lateral foot the,0.0,1.0,Not Significant
36766,previously taking,0.0,1.0,Not Significant
36767,levels the,0.0,1.0,Not Significant
36768,afo but,0.0,1.0,Not Significant
36769,and ra she,0.0,1.0,Not Significant
36770,pain and the,0.0,1.0,Not Significant
36771,than hypotension,0.0,1.0,Not Significant
36772,history of ulcerative,0.027730329365850532,0.8677443925184667,Not Significant
36773,tow walk,0.0,1.0,Not Significant
36774,fatigue he,0.0,1.0,Not Significant
36775,finished the,0.0,1.0,Not Significant
36776,and located at,0.0,1.0,Not Significant
36777,tolerance smith is,0.0,1.0,Not Significant
36778,few years and,0.0,1.0,Not Significant
36779,trial some,0.027730329365850532,0.8677443925184667,Not Significant
36780,oa essential hypertension,0.0,1.0,Not Significant
36781,early april,0.0,1.0,Not Significant
36782,clinic to,0.2923199051557688,0.5887377016920815,Not Significant
36783,erythema her,0.0,1.0,Not Significant
36784,diagnostic ultrasound reveals,0.0,1.0,Not Significant
36785,his adls the,0.0,1.0,Not Significant
36786,may 9,0.9134525187097302,0.3392000204390548,Not Significant
36787,the traversing,0.0,1.0,Not Significant
36788,right transforaminal epidural,0.0,1.0,Not Significant
36789,accident about 7,0.0,1.0,Not Significant
36790,this and he,0.027730329365850532,0.8677443925184667,Not Significant
36791,walk there is,0.0,1.0,Not Significant
36792,every three months,0.0,1.0,Not Significant
36793,buttocks he has,0.0,1.0,Not Significant
36794,studies performed were,0.0,1.0,Not Significant
36795,walk and there,0.0,1.0,Not Significant
36796,is unremarkable smith,0.0,1.0,Not Significant
36797,and then at,0.0,1.0,Not Significant
36798,she had a,0.0,1.0,Not Significant
36799,foot weakness and,0.027730329365850532,0.8677443925184667,Not Significant
36800,medications include olanzapine,0.0,1.0,Not Significant
36801,syncope due,0.027730329365850532,0.8677443925184667,Not Significant
36802,clinics for injections,0.0,1.0,Not Significant
36803,relief exercises,0.0,1.0,Not Significant
36804,with leg,0.0,1.0,Not Significant
36805,she experience,0.0,1.0,Not Significant
36806,lack of reasonable,0.027730329365850532,0.8677443925184667,Not Significant
36807,2022 breast,0.0,1.0,Not Significant
36808,this does help,0.0,1.0,Not Significant
36809,smith stands 5,1.8068593515228961,0.17888543988830014,Not Significant
36810,3 qhs baclofen,0.0,1.0,Not Significant
36811,pain plain,0.0,1.0,Not Significant
36812,chronicity of,0.10983015658274958,0.7403375829953007,Not Significant
36813,the right quadriceps,0.0,1.0,Not Significant
36814,lower back with,0.0,1.0,Not Significant
36815,january 31 she,0.0,1.0,Not Significant
36816,for a brain,0.0,1.0,Not Significant
36817,can travel to,0.027730329365850532,0.8677443925184667,Not Significant
36818,declining smith has,0.0,1.0,Not Significant
36819,disc height,0.0,1.0,Not Significant
36820,also be given,0.0,1.0,Not Significant
36821,jardiance smith,0.0,1.0,Not Significant
36822,above at,0.0,1.0,Not Significant
36823,and as noted,0.027730329365850532,0.8677443925184667,Not Significant
36824,tramadol hcl 100,0.0,1.0,Not Significant
36825,expedited consultation,0.0,1.0,Not Significant
36826,reporting leg,0.0,1.0,Not Significant
36827,had painful paresthesia,0.0,1.0,Not Significant
36828,care acupuncture,0.0,1.0,Not Significant
36829,describes weakness with,0.23403653161881685,0.6285468203166699,Not Significant
36830,the worsening leg,0.7888576816579786,0.37444576110523364,Not Significant
36831,s1 radiculopathy which,0.0,1.0,Not Significant
36832,strenuous job,0.027730329365850532,0.8677443925184667,Not Significant
36833,2021 and pain,0.0,1.0,Not Significant
36834,ago and 3,0.027730329365850532,0.8677443925184667,Not Significant
36835,positive smith,0.10983015658274958,0.7403375829953007,Not Significant
36836,both hip,0.0,1.0,Not Significant
36837,the symptoms began,0.0,1.0,Not Significant
36838,at given his,0.0,1.0,Not Significant
36839,relief for,1.2101889028152497,0.2712947134016837,Not Significant
36840,has weak grip,0.0,1.0,Not Significant
36841,drop in,0.0,1.0,Not Significant
36842,prn not daily,0.0,1.0,Not Significant
36843,facet oa,0.23403653161881685,0.6285468203166699,Not Significant
36844,walking tolerance is,3.756611598165338,0.05259906718126139,Not Significant
36845,her work as,0.0,1.0,Not Significant
36846,emg investigations,0.0,1.0,Not Significant
36847,13 2022 reveals,0.0,1.0,Not Significant
36848,have also referred,0.8454687202498878,0.3578373834604328,Not Significant
36849,for fasting glucose,0.027730329365850532,0.8677443925184667,Not Significant
36850,schedule today i,0.0,1.0,Not Significant
36851,early 2022 and,0.0,1.0,Not Significant
36852,episodes but this,0.0,1.0,Not Significant
36853,dominant pain examination,0.0,1.0,Not Significant
36854,activities pain can,0.0,1.0,Not Significant
36855,hip orthopedic,0.027730329365850532,0.8677443925184667,Not Significant
36856,lifting he,0.0,1.0,Not Significant
36857,the report of,0.0,1.0,Not Significant
36858,olmesartan the,0.0,1.0,Not Significant
36859,decompression traction smith,0.0,1.0,Not Significant
36860,from intramuscular,0.027730329365850532,0.8677443925184667,Not Significant
36861,reports having occasional,0.0,1.0,Not Significant
36862,smith sign with,0.0,1.0,Not Significant
36863,paresthesia which,0.0,1.0,Not Significant
36864,with nerve,0.027730329365850532,0.8677443925184667,Not Significant
36865,related to nerve,0.027730329365850532,0.8677443925184667,Not Significant
36866,leg there was,0.0,1.0,Not Significant
36867,the herniation,0.027730329365850532,0.8677443925184667,Not Significant
36868,evolved to,0.027730329365850532,0.8677443925184667,Not Significant
36869,a small,0.6908819313419929,0.40586456509552804,Not Significant
36870,had enlargement,0.0,1.0,Not Significant
36871,reports to be,0.027730329365850532,0.8677443925184667,Not Significant
36872,was initially seen,0.0,1.0,Not Significant
36873,protrusion and cord,0.0,1.0,Not Significant
36874,smith to the,0.027730329365850532,0.8677443925184667,Not Significant
36875,work for 2,0.027730329365850532,0.8677443925184667,Not Significant
36876,pain on his,0.0,1.0,Not Significant
36877,office to,0.0,1.0,Not Significant
36878,with sometimes,0.027730329365850532,0.8677443925184667,Not Significant
36879,walking lying,0.0,1.0,Not Significant
36880,asked guha,0.0,1.0,Not Significant
36881,this helps,0.0,1.0,Not Significant
36882,intact other,0.0,1.0,Not Significant
36883,recommended she perform,0.0,1.0,Not Significant
36884,of symptoms symptoms,0.0,1.0,Not Significant
36885,relief she does,0.0,1.0,Not Significant
36886,is experiencing unilateral,0.0,1.0,Not Significant
36887,back pain since,0.0,1.0,Not Significant
36888,the concern,0.0,1.0,Not Significant
36889,weight loss,0.7160326337107611,0.39744836874090006,Not Significant
36890,hoffmann sign bilaterally,0.030954846727423407,0.8603411623475206,Not Significant
36891,had one,0.0,1.0,Not Significant
36892,to be left,0.0,1.0,Not Significant
36893,motor vehicle,0.0,1.0,Not Significant
36894,pain much,0.0,1.0,Not Significant
36895,branch block rf,0.0,1.0,Not Significant
36896,lateral right,0.9134525187097302,0.3392000204390548,Not Significant
36897,pain described as,0.0,1.0,Not Significant
36898,and notwithstanding that,0.027730329365850532,0.8677443925184667,Not Significant
36899,consultation on january,0.0,1.0,Not Significant
36900,and septoplasty,0.0,1.0,Not Significant
36901,and other exercises,0.0,1.0,Not Significant
36902,is marked,0.6908819313419929,0.40586456509552804,Not Significant
36903,directed disc extrusion,0.0,1.0,Not Significant
36904,kyphoplasty she,0.0,1.0,Not Significant
36905,and retrolisthesis of,0.0,1.0,Not Significant
36906,obliteration of csf,0.0,1.0,Not Significant
36907,relates more recent,0.0,1.0,Not Significant
36908,smith after the,0.23403653161881685,0.6285468203166699,Not Significant
36909,derangement of,0.0,1.0,Not Significant
36910,bulging at the,0.027730329365850532,0.8677443925184667,Not Significant
36911,changes at there,0.0,1.0,Not Significant
36912,tenderness to segmental,0.0,1.0,Not Significant
36913,woman who stands,0.027730329365850532,0.8677443925184667,Not Significant
36914,epilepsy smith is,0.0,1.0,Not Significant
36915,drive therefore,0.0,1.0,Not Significant
36916,symptoms although,0.027730329365850532,0.8677443925184667,Not Significant
36917,is marked foraminal,0.027730329365850532,0.8677443925184667,Not Significant
36918,7 2021 reveals,0.0,1.0,Not Significant
36919,in 1990 which,0.0,1.0,Not Significant
36920,an updated,0.09562026928374598,0.7571501705140008,Not Significant
36921,this mri,0.027730329365850532,0.8677443925184667,Not Significant
36922,lower lumbar facet,0.0,1.0,Not Significant
36923,pain since his,0.0,1.0,Not Significant
36924,to resort to,0.23403653161881685,0.6285468203166699,Not Significant
36925,hip these reveal,0.0,1.0,Not Significant
36926,stenosis there is,0.0,1.0,Not Significant
36927,gluteal and calf,0.027730329365850532,0.8677443925184667,Not Significant
36928,with this along,0.0,1.0,Not Significant
36929,bony retropulsion,0.0,1.0,Not Significant
36930,daily the,0.0,1.0,Not Significant
36931,examination suggests,0.027730329365850532,0.8677443925184667,Not Significant
36932,her sleep,0.7556007346167581,0.3847087776782062,Not Significant
36933,he smokes about,0.01537979769475084,0.9013031511632786,Not Significant
36934,her leg pain,0.0,1.0,Not Significant
36935,to a urologist,0.027730329365850532,0.8677443925184667,Not Significant
36936,gabapentin 600 mg,0.23403653161881685,0.6285468203166699,Not Significant
36937,synthroid on physical,0.0,1.0,Not Significant
36938,surgical candidate surgery,0.0,1.0,Not Significant
36939,is 10,0.0,1.0,Not Significant
36940,pain may be,0.027730329365850532,0.8677443925184667,Not Significant
36941,artifact there is,0.0,1.0,Not Significant
36942,she takes for,0.0,1.0,Not Significant
36943,the right upper,0.0,1.0,Not Significant
36944,an appointment with,0.0,1.0,Not Significant
36945,would indicate that,0.027730329365850532,0.8677443925184667,Not Significant
36946,both muscle,0.0,1.0,Not Significant
36947,right radiculopathy his,0.0,1.0,Not Significant
36948,significant neurological,0.2326282183682647,0.6295818550629374,Not Significant
36949,symmetrical straight leg,0.0,1.0,Not Significant
36950,with her hip,0.0,1.0,Not Significant
36951,consideration could be,0.0,1.0,Not Significant
36952,functioning she can,0.0,1.0,Not Significant
36953,raising is,0.15389007941565946,0.6948452366025577,Not Significant
36954,episodes of,0.0,1.0,Not Significant
36955,december 11 2021,0.0,1.0,Not Significant
36956,review the mri,0.0,1.0,Not Significant
36957,reveals a complex,0.0,1.0,Not Significant
36958,is good she,0.0,1.0,Not Significant
36959,there is multilevel,0.2923199051557688,0.5887377016920815,Not Significant
36960,of pain can,0.0,1.0,Not Significant
36961,cane for about,0.23403653161881685,0.6285468203166699,Not Significant
36962,therapy thank,0.0,1.0,Not Significant
36963,october she has,0.0,1.0,Not Significant
36964,december 7,0.027730329365850532,0.8677443925184667,Not Significant
36965,her physician,1.723029154400518,0.1893035928027597,Not Significant
36966,proper a,0.0,1.0,Not Significant
36967,lumbar mri has,0.23403653161881685,0.6285468203166699,Not Significant
36968,deficit or weakness,0.0,1.0,Not Significant
36969,as a bookkeeper,0.0,1.0,Not Significant
36970,melignant melanoma on,0.0,1.0,Not Significant
36971,limitations in,0.08388136974151478,0.7721048177986278,Not Significant
36972,may also,0.9134525187097302,0.3392000204390548,Not Significant
36973,onset of pain,0.0,1.0,Not Significant
36974,acetabuli on the,0.0,1.0,Not Significant
36975,updated lumbar,0.012884468659748462,0.9096264150998227,Not Significant
36976,loosening smith,0.0,1.0,Not Significant
36977,status post lumbar,0.0,1.0,Not Significant
36978,difficulty there is,0.0,1.0,Not Significant
36979,related to l5,0.027730329365850532,0.8677443925184667,Not Significant
36980,ablation of his,0.0,1.0,Not Significant
36981,she had lumbar,0.0,1.0,Not Significant
36982,but favours,0.027730329365850532,0.8677443925184667,Not Significant
36983,thoracic spine is,0.0,1.0,Not Significant
36984,or chiropractor,0.0,1.0,Not Significant
36985,measures and the,0.0,1.0,Not Significant
36986,was recovering,0.0,1.0,Not Significant
36987,spine he stands,0.0,1.0,Not Significant
36988,spine smith presents,0.0,1.0,Not Significant
36989,lumbar stenosis,0.0,1.0,Not Significant
36990,reveals substantially,0.0,1.0,Not Significant
36991,and burning sensation,0.027730329365850532,0.8677443925184667,Not Significant
36992,of severe foraminal,0.9134525187097302,0.3392000204390548,Not Significant
